Transaction_ID,Order_ID,Carrier_ID,Route_ID,Shipping_Cost,Transaction_Date,Scheduled_Delivery_Date,Actual_Delivery_Date,Shipping_Date
TXN8000,ORD3455,C1,R129,188.36,2024-01-31,2024-02-05,2024-02-05,2024-02-02
TXN8001,ORD6696,C2,R247,141.75,2024-07-02,2024-07-03,2024-07-03,2024-07-01
TXN8002,ORD4234,C1,R59,49.49,2024-09-17,2024-09-21,2024-09-21,2024-09-19
TXN8003,ORD7577,C5,R178,231.36,2024-01-02,2024-01-05,2024-01-05,2024-01-03
TXN8004,ORD3063,C1,R28,190.62,2024-10-11,2024-10-15,2024-10-15,2024-10-14
TXN8005,ORD8234,C1,R10,209.48,2024-07-18,2024-07-22,2024-07-22,2024-07-21
TXN8006,ORD6739,C1,R56,63.06,2024-02-08,2024-02-10,2024-02-10,2024-02-08
TXN8007,ORD6057,C2,R203,15.98,2024-05-06,2024-05-10,2024-05-10,2024-05-07
TXN8008,ORD4482,C3,R95,284.7,2024-11-13,2024-11-18,2024-11-18,2024-11-17
TXN8009,ORD9676,C2,R53,32.8,2024-05-03,2024-05-04,2024-05-04,2024-05-01
TXN8010,ORD8660,C2,R268,16.47,2024-03-25,2024-03-26,2024-03-26,2024-03-23
TXN8011,ORD4508,C6,R70,67.16,2024-07-30,2024-07-31,2024-07-31,2024-07-29
TXN8012,ORD3370,C3,R275,34.07,2024-08-27,2024-08-30,2024-08-30,2024-08-28
TXN8013,ORD7250,C6,R81,208.73,2024-03-08,2024-03-13,2024-03-13,2024-03-10
TXN8014,ORD2613,C3,R151,254.27,2024-06-10,2024-06-12,2024-06-12,2024-06-11
TXN8015,ORD0555,C4,R147,21.47,2024-07-06,2024-07-10,2024-07-10,2024-07-09
TXN8016,ORD8847,C5,R35,227.11,2024-01-10,2024-01-15,2024-01-15,2024-01-14
TXN8017,ORD8269,C4,R216,268.23,2024-04-06,2024-04-11,2024-04-11,2024-04-09
TXN8018,ORD6567,C2,R2,158.73,2024-04-05,2024-04-08,2024-04-08,2024-04-06
TXN8019,ORD7478,C5,R262,38.53,2024-10-12,2024-10-15,2024-10-15,2024-10-14
TXN8020,ORD7303,C6,R292,74.17,2024-07-25,2024-07-30,2024-07-30,2024-07-28
TXN8021,ORD3803,C3,R90,35.51,2024-07-19,2024-07-23,2024-07-23,2024-07-22
TXN8022,ORD9975,C3,R23,216.41,2024-03-14,2024-03-16,2024-03-16,2024-03-14
TXN8023,ORD5892,C4,R39,150.0,2024-11-03,2024-11-05,2024-11-05,2024-11-04
TXN8024,ORD4193,C3,R177,178.66,2024-10-20,2024-10-23,2024-10-23,2024-10-20
TXN8025,ORD1201,C1,R285,69.59,2024-09-18,2024-09-23,2024-09-23,2024-09-22
TXN8026,ORD1129,C3,R63,219.6,2024-05-23,2024-05-26,2024-05-26,2024-05-23
TXN8027,ORD3808,C6,R34,11.97,2024-05-27,2024-05-29,2024-05-29,2024-05-27
TXN8028,ORD7509,C5,R142,280.7,2024-03-22,2024-03-25,2024-03-25,2024-03-22
TXN8029,ORD8710,C6,R98,255.19,2024-01-09,2024-01-14,2024-01-14,2024-01-11
TXN8030,ORD2549,C6,R166,236.57,2024-11-19,2024-11-21,2024-11-21,2024-11-19
TXN8031,ORD1158,C3,R44,79.44,2024-02-06,2024-02-11,2024-02-11,2024-02-10
TXN8032,ORD4281,C3,R134,219.83,2024-07-11,2024-07-15,2024-07-15,2024-07-13
TXN8033,ORD3750,C4,R154,201.34,2024-08-30,2024-09-04,2024-09-04,2024-09-01
TXN8034,ORD4891,C1,R135,222.67,2024-03-19,2024-03-20,2024-03-20,2024-03-19
TXN8035,ORD0032,C1,R286,221.92,2024-02-23,2024-02-27,2024-02-27,2024-02-24
TXN8036,ORD2528,C6,R145,174.94,2024-08-06,2024-08-10,2024-08-10,2024-08-07
TXN8037,ORD0163,C3,R73,74.75,2024-10-10,2024-10-12,2024-10-12,2024-10-11
TXN8038,ORD2618,C1,R147,144.55,2024-04-25,2024-04-30,2024-04-30,2024-04-29
TXN8039,ORD0486,C5,R161,12.04,2024-03-22,2024-03-26,2024-03-26,2024-03-23
TXN8040,ORD4684,C4,R166,260.59,2024-05-12,2024-05-14,2024-05-14,2024-05-12
TXN8041,ORD2574,C2,R106,259.42,2024-11-06,2024-11-11,2024-11-11,2024-11-09
TXN8042,ORD5463,C3,R154,186.26,2024-09-17,2024-09-22,2024-09-22,2024-09-19
TXN8043,ORD8419,C1,R299,118.32,2024-04-09,2024-04-13,2024-04-13,2024-04-11
TXN8044,ORD9160,C5,R42,268.88,2024-01-11,2024-01-15,2024-01-15,2024-01-12
TXN8045,ORD0682,C6,R172,243.49,2024-09-24,2024-09-28,2024-09-28,2024-09-27
TXN8046,ORD1095,C1,R297,178.4,2024-09-07,2024-09-09,2024-09-09,2024-09-08
TXN8047,ORD9586,C5,R260,240.04,2024-07-03,2024-07-08,2024-07-08,2024-07-07
TXN8048,ORD7662,C2,R186,97.29,2024-05-16,2024-05-20,2024-05-20,2024-05-17
TXN8049,ORD1590,C3,R233,43.12,2024-07-16,2024-07-19,2024-07-19,2024-07-16
TXN8050,ORD3891,C4,R249,26.96,2024-09-04,2024-09-09,2024-09-09,2024-09-07
TXN8051,ORD4615,C4,R62,34.63,2024-03-19,2024-03-22,2024-03-22,2024-03-21
TXN8052,ORD3247,C3,R227,71.47,2024-04-11,2024-04-16,2024-04-16,2024-04-15
TXN8053,ORD4841,C1,R200,141.5,2024-07-19,2024-07-23,2024-07-23,2024-07-22
TXN8054,ORD6499,C4,R95,12.3,2024-10-21,2024-10-24,2024-10-24,2024-10-22
TXN8055,ORD4548,C5,R220,124.82,2024-03-04,2024-03-05,2024-03-05,2024-03-04
TXN8056,ORD4157,C4,R34,191.92,2024-07-30,2024-08-02,2024-08-02,2024-07-31
TXN8057,ORD3713,C4,R61,94.9,2024-02-06,2024-02-10,2024-02-10,2024-02-08
TXN8058,ORD1546,C1,R161,63.58,2024-10-22,2024-10-25,2024-10-25,2024-10-23
TXN8059,ORD6399,C3,R135,159.99,2024-08-14,2024-08-19,2024-08-19,2024-08-18
TXN8060,ORD4394,C2,R282,250.99,2024-04-07,2024-04-11,2024-04-11,2024-04-09
TXN8061,ORD5918,C3,R161,74.29,2024-01-09,2024-01-12,2024-01-12,2024-01-10
TXN8062,ORD8993,C4,R150,33.6,2024-01-29,2024-01-31,2024-01-31,2024-01-28
TXN8063,ORD8590,C6,R258,181.2,2024-08-23,2024-08-27,2024-08-27,2024-08-26
TXN8064,ORD3773,C4,R5,44.07,2024-07-14,2024-07-16,2024-07-16,2024-07-14
TXN8065,ORD7406,C3,R258,91.59,2024-07-10,2024-07-13,2024-07-13,2024-07-10
TXN8066,ORD4465,C3,R14,72.37,2024-10-24,2024-10-25,2024-10-25,2024-10-23
TXN8067,ORD1894,C3,R86,101.27,2024-04-29,2024-05-01,2024-05-01,2024-04-29
TXN8068,ORD4455,C2,R140,93.28,2024-06-15,2024-06-17,2024-06-17,2024-06-16
TXN8069,ORD1828,C2,R207,177.51,2024-09-19,2024-09-23,2024-09-23,2024-09-22
TXN8070,ORD3392,C5,R160,163.97,2024-05-16,2024-05-21,2024-05-21,2024-05-20
TXN8071,ORD4871,C6,R159,35.3,2024-09-25,2024-09-27,2024-09-27,2024-09-25
TXN8072,ORD2414,C4,R8,270.58,2024-03-26,2024-03-28,2024-03-28,2024-03-26
TXN8073,ORD9433,C1,R227,143.0,2024-04-23,2024-04-27,2024-04-27,2024-04-24
TXN8074,ORD0960,C5,R209,79.24,2024-04-20,2024-04-25,2024-04-25,2024-04-24
TXN8075,ORD3661,C2,R284,86.8,2024-06-13,2024-06-16,2024-06-16,2024-06-13
TXN8076,ORD0202,C3,R260,92.57,2024-08-25,2024-08-29,2024-08-29,2024-08-27
TXN8077,ORD4891,C5,R38,114.26,2024-01-19,2024-01-20,2024-01-20,2024-01-19
TXN8078,ORD0795,C6,R172,23.46,2024-10-01,2024-10-06,2024-10-06,2024-10-04
TXN8079,ORD7469,C5,R241,172.75,2024-09-02,2024-09-03,2024-09-03,2024-09-01
TXN8080,ORD9308,C4,R54,146.64,2024-03-01,2024-03-03,2024-03-03,2024-03-01
TXN8081,ORD1928,C5,R238,192.04,2024-05-29,2024-06-01,2024-06-01,2024-05-30
TXN8082,ORD2019,C6,R210,186.37,2024-05-29,2024-06-01,2024-06-01,2024-05-31
TXN8083,ORD7521,C1,R170,55.55,2024-11-07,2024-11-10,2024-11-10,2024-11-09
TXN8084,ORD1088,C5,R250,64.96,2024-08-19,2024-08-21,2024-08-21,2024-08-18
TXN8085,ORD6256,C3,R79,232.75,2024-04-06,2024-04-07,2024-04-07,2024-04-05
TXN8086,ORD3383,C2,R9,81.46,2024-03-09,2024-03-11,2024-03-11,2024-03-10
TXN8087,ORD0112,C1,R20,24.28,2024-06-19,2024-06-21,2024-06-21,2024-06-20
TXN8088,ORD6956,C2,R153,142.32,2024-10-17,2024-10-22,2024-10-22,2024-10-21
TXN8089,ORD3444,C5,R120,184.52,2024-09-22,2024-09-25,2024-09-25,2024-09-22
TXN8090,ORD5799,C2,R213,183.33,2024-02-08,2024-02-11,2024-02-11,2024-02-10
TXN8091,ORD3327,C2,R108,200.37,2024-04-08,2024-04-12,2024-04-12,2024-04-09
TXN8092,ORD6947,C3,R216,107.27,2024-05-03,2024-05-08,2024-05-08,2024-05-05
TXN8093,ORD2600,C2,R242,278.82,2024-09-06,2024-09-11,2024-09-11,2024-09-10
TXN8094,ORD0853,C5,R28,277.02,2024-02-22,2024-02-26,2024-02-26,2024-02-24
TXN8095,ORD8094,C3,R160,256.86,2024-10-25,2024-10-30,2024-10-30,2024-10-28
TXN8096,ORD3306,C3,R178,96.15,2024-10-09,2024-10-14,2024-10-14,2024-10-13
TXN8097,ORD4445,C3,R8,21.59,2024-07-19,2024-07-21,2024-07-21,2024-07-20
TXN8098,ORD0968,C3,R122,190.01,2024-04-14,2024-04-18,2024-04-18,2024-04-16
TXN8099,ORD1532,C2,R140,290.77,2024-01-17,2024-01-20,2024-01-20,2024-01-19
TXN8100,ORD6495,C1,R95,155.35,2024-01-30,2024-02-02,2024-02-02,2024-01-30
TXN8101,ORD1348,C1,R240,153.56,2024-05-27,2024-05-31,2024-05-31,2024-05-29
TXN8102,ORD0999,C4,R34,250.69,2024-07-24,2024-07-29,2024-07-29,2024-07-27
TXN8103,ORD2796,C6,R76,282.02,2024-10-06,2024-10-08,2024-10-08,2024-10-06
TXN8104,ORD5415,C4,R265,199.76,2024-08-29,2024-09-01,2024-09-01,2024-08-29
TXN8105,ORD6242,C6,R24,70.48,2024-04-30,2024-05-03,2024-05-03,2024-05-01
TXN8106,ORD8662,C6,R196,178.02,2024-08-26,2024-08-30,2024-08-30,2024-08-27
TXN8107,ORD6326,C2,R26,237.76,2024-06-06,2024-06-08,2024-06-08,2024-06-06
TXN8108,ORD9129,C2,R67,164.03,2024-04-02,2024-04-07,2024-04-07,2024-04-05
TXN8109,ORD1168,C2,R250,224.56,2024-04-12,2024-04-17,2024-04-17,2024-04-15
TXN8110,ORD1260,C1,R101,186.2,2024-11-03,2024-11-08,2024-11-08,2024-11-05
TXN8111,ORD8028,C4,R218,151.77,2024-06-12,2024-06-15,2024-06-15,2024-06-14
TXN8112,ORD9716,C3,R106,26.58,2024-06-18,2024-06-21,2024-06-21,2024-06-19
TXN8113,ORD9165,C4,R228,18.41,2024-10-16,2024-10-18,2024-10-18,2024-10-16
TXN8114,ORD9182,C3,R53,157.54,2024-06-20,2024-06-24,2024-06-24,2024-06-21
TXN8115,ORD9623,C6,R212,242.38,2024-03-21,2024-03-23,2024-03-23,2024-03-20
TXN8116,ORD4912,C3,R264,85.36,2024-07-09,2024-07-11,2024-07-11,2024-07-09
TXN8117,ORD5405,C2,R130,85.12,2024-10-05,2024-10-08,2024-10-08,2024-10-06
TXN8118,ORD2441,C3,R226,235.47,2024-06-13,2024-06-14,2024-06-14,2024-06-13
TXN8119,ORD3720,C3,R266,262.24,2024-08-24,2024-08-26,2024-08-26,2024-08-24
TXN8120,ORD9453,C4,R115,60.88,2024-09-17,2024-09-19,2024-09-19,2024-09-18
TXN8121,ORD7461,C4,R146,183.07,2024-07-11,2024-07-16,2024-07-16,2024-07-15
TXN8122,ORD1289,C3,R68,179.55,2024-04-28,2024-05-01,2024-05-01,2024-04-29
TXN8123,ORD4255,C4,R20,57.25,2024-02-22,2024-02-27,2024-02-27,2024-02-25
TXN8124,ORD7111,C3,R282,21.78,2024-01-26,2024-01-27,2024-01-27,2024-01-24
TXN8125,ORD4573,C2,R229,211.65,2024-11-11,2024-11-13,2024-11-13,2024-11-11
TXN8126,ORD1565,C1,R290,126.22,2024-04-21,2024-04-25,2024-04-25,2024-04-23
TXN8127,ORD1104,C1,R65,102.83,2024-09-25,2024-09-27,2024-09-27,2024-09-24
TXN8128,ORD7148,C4,R131,261.72,2024-09-24,2024-09-27,2024-09-27,2024-09-25
TXN8129,ORD6304,C3,R137,66.51,2024-11-10,2024-11-11,2024-11-11,2024-11-08
TXN8130,ORD4291,C6,R296,66.49,2024-03-05,2024-03-06,2024-03-06,2024-03-05
TXN8131,ORD0308,C4,R67,149.81,2024-01-28,2024-01-29,2024-01-29,2024-01-28
TXN8132,ORD4161,C2,R93,106.72,2024-05-28,2024-05-31,2024-05-31,2024-05-28
TXN8133,ORD4006,C2,R152,172.53,2024-10-24,2024-10-27,2024-10-27,2024-10-24
TXN8134,ORD8696,C4,R269,158.87,2024-04-05,2024-04-09,2024-04-09,2024-04-07
TXN8135,ORD8663,C2,R207,228.54,2024-07-02,2024-07-04,2024-07-04,2024-07-01
TXN8136,ORD5769,C6,R101,283.91,2024-01-06,2024-01-11,2024-01-11,2024-01-10
TXN8137,ORD3922,C4,R298,288.87,2024-07-21,2024-07-26,2024-07-26,2024-07-25
TXN8138,ORD3938,C6,R105,68.85,2024-01-11,2024-01-14,2024-01-14,2024-01-12
TXN8139,ORD0053,C3,R204,133.61,2024-09-04,2024-09-06,2024-09-06,2024-09-04
TXN8140,ORD4022,C1,R281,192.55,2024-04-23,2024-04-25,2024-04-25,2024-04-23
TXN8141,ORD2249,C6,R28,272.25,2024-04-30,2024-05-04,2024-05-04,2024-05-01
TXN8142,ORD8336,C1,R196,40.48,2024-05-16,2024-05-18,2024-05-18,2024-05-15
TXN8143,ORD6384,C3,R21,149.27,2024-09-15,2024-09-16,2024-09-16,2024-09-15
TXN8144,ORD6702,C6,R197,64.0,2024-05-02,2024-05-04,2024-05-04,2024-05-03
TXN8145,ORD3661,C5,R287,111.2,2024-04-14,2024-04-18,2024-04-18,2024-04-16
TXN8146,ORD0156,C4,R96,284.17,2024-04-08,2024-04-13,2024-04-13,2024-04-11
TXN8147,ORD0406,C4,R156,146.93,2024-01-23,2024-01-25,2024-01-25,2024-01-22
TXN8148,ORD7808,C2,R115,36.88,2024-08-19,2024-08-21,2024-08-21,2024-08-19
TXN8149,ORD7599,C1,R32,230.24,2024-11-11,2024-11-12,2024-11-12,2024-11-10
TXN8150,ORD9052,C1,R293,90.14,2024-11-09,2024-11-13,2024-11-13,2024-11-11
TXN8151,ORD0018,C4,R156,262.06,2024-03-24,2024-03-27,2024-03-27,2024-03-26
TXN8152,ORD3047,C3,R195,94.16,2024-06-01,2024-06-03,2024-06-03,2024-06-02
TXN8153,ORD7525,C2,R267,59.28,2024-08-29,2024-09-01,2024-09-01,2024-08-31
TXN8154,ORD6631,C6,R35,114.07,2024-06-29,2024-07-03,2024-07-03,2024-07-01
TXN8155,ORD2206,C3,R4,33.66,2024-11-08,2024-11-10,2024-11-10,2024-11-07
TXN8156,ORD0811,C3,R95,192.49,2024-08-01,2024-08-04,2024-08-04,2024-08-03
TXN8157,ORD0381,C2,R11,236.36,2024-05-27,2024-06-01,2024-06-01,2024-05-30
TXN8158,ORD0731,C2,R296,75.78,2024-03-13,2024-03-16,2024-03-16,2024-03-15
TXN8159,ORD8725,C3,R180,122.44,2024-10-19,2024-10-20,2024-10-20,2024-10-18
TXN8160,ORD5913,C3,R220,216.45,2024-08-04,2024-08-06,2024-08-06,2024-08-05
TXN8161,ORD5073,C2,R113,41.82,2024-10-05,2024-10-06,2024-10-06,2024-10-04
TXN8162,ORD2029,C3,R178,45.37,2024-04-06,2024-04-11,2024-04-11,2024-04-08
TXN8163,ORD3732,C2,R286,151.07,2024-05-03,2024-05-05,2024-05-05,2024-05-02
TXN8164,ORD5200,C1,R154,256.22,2024-03-06,2024-03-08,2024-03-08,2024-03-05
TXN8165,ORD4923,C3,R133,34.8,2024-08-13,2024-08-16,2024-08-16,2024-08-14
TXN8166,ORD9305,C1,R300,150.82,2024-05-15,2024-05-18,2024-05-18,2024-05-15
TXN8167,ORD1626,C2,R239,211.25,2024-01-09,2024-01-12,2024-01-12,2024-01-09
TXN8168,ORD0113,C4,R99,177.25,2024-06-03,2024-06-04,2024-06-04,2024-06-02
TXN8169,ORD2847,C5,R26,94.55,2024-06-06,2024-06-09,2024-06-09,2024-06-07
TXN8170,ORD0080,C5,R222,163.21,2024-03-13,2024-03-14,2024-03-14,2024-03-11
TXN8171,ORD3198,C5,R148,234.38,2024-10-13,2024-10-15,2024-10-15,2024-10-13
TXN8172,ORD2887,C5,R97,38.49,2024-01-01,2024-01-02,2024-01-02,2023-12-30
TXN8173,ORD3236,C6,R204,127.26,2024-08-25,2024-08-28,2024-08-28,2024-08-27
TXN8174,ORD6718,C5,R223,87.96,2024-04-05,2024-04-08,2024-04-08,2024-04-05
TXN8175,ORD1716,C2,R231,213.79,2024-04-01,2024-04-02,2024-04-02,2024-04-01
TXN8176,ORD4452,C4,R175,236.6,2024-01-28,2024-02-02,2024-02-02,2024-01-31
TXN8177,ORD4836,C1,R57,196.58,2024-07-11,2024-07-15,2024-07-15,2024-07-14
TXN8178,ORD6254,C2,R140,283.05,2024-11-14,2024-11-16,2024-11-16,2024-11-15
TXN8179,ORD1468,C1,R291,112.57,2024-05-03,2024-05-07,2024-05-07,2024-05-06
TXN8180,ORD6335,C1,R163,193.84,2024-08-21,2024-08-22,2024-08-22,2024-08-19
TXN8181,ORD8213,C3,R259,173.79,2024-06-28,2024-06-30,2024-06-30,2024-06-29
TXN8182,ORD1760,C4,R279,108.84,2024-03-27,2024-03-28,2024-03-28,2024-03-27
TXN8183,ORD7402,C5,R98,17.87,2024-02-24,2024-02-25,2024-02-25,2024-02-24
TXN8184,ORD6612,C2,R168,44.91,2024-01-30,2024-01-31,2024-01-31,2024-01-28
TXN8185,ORD3507,C2,R95,200.76,2024-06-09,2024-06-10,2024-06-10,2024-06-08
TXN8186,ORD1780,C1,R33,186.19,2024-02-27,2024-03-02,2024-03-02,2024-02-29
TXN8187,ORD5535,C5,R297,78.4,2024-08-07,2024-08-12,2024-08-12,2024-08-09
TXN8188,ORD2787,C6,R17,192.54,2024-03-24,2024-03-29,2024-03-29,2024-03-26
TXN8189,ORD1629,C3,R46,50.38,2024-03-30,2024-03-31,2024-03-31,2024-03-28
TXN8190,ORD1598,C1,R172,257.46,2024-06-24,2024-06-29,2024-06-29,2024-06-28
TXN8191,ORD8038,C4,R207,193.72,2024-11-20,2024-11-21,2024-11-21,2024-11-19
TXN8192,ORD9928,C3,R172,56.86,2024-07-16,2024-07-19,2024-07-19,2024-07-18
TXN8193,ORD9549,C3,R29,154.18,2024-08-21,2024-08-26,2024-08-26,2024-08-24
TXN8194,ORD5858,C3,R285,290.38,2024-05-29,2024-05-31,2024-05-31,2024-05-28
TXN8195,ORD9946,C3,R252,32.12,2024-02-22,2024-02-27,2024-02-27,2024-02-25
TXN8196,ORD2931,C1,R245,60.29,2024-03-02,2024-03-05,2024-03-05,2024-03-02
TXN8197,ORD2458,C6,R66,268.12,2024-04-08,2024-04-12,2024-04-12,2024-04-10
TXN8198,ORD4972,C6,R294,290.0,2024-09-03,2024-09-04,2024-09-04,2024-09-01
TXN8199,ORD9652,C1,R210,25.89,2024-03-18,2024-03-20,2024-03-20,2024-03-19
TXN8200,ORD4372,C5,R271,254.39,2024-08-17,2024-08-20,2024-08-20,2024-08-17
TXN8201,ORD0589,C2,R168,143.49,2024-03-28,2024-03-31,2024-03-31,2024-03-30
TXN8202,ORD2334,C5,R112,250.88,2024-10-07,2024-10-11,2024-10-11,2024-10-10
TXN8203,ORD8758,C5,R223,103.54,2024-03-30,2024-04-01,2024-04-01,2024-03-31
TXN8204,ORD3556,C4,R73,114.08,2024-10-29,2024-11-02,2024-11-02,2024-11-01
TXN8205,ORD1813,C6,R130,88.25,2024-10-28,2024-10-30,2024-10-30,2024-10-29
TXN8206,ORD7317,C4,R222,290.98,2024-01-28,2024-02-02,2024-02-02,2024-01-31
TXN8207,ORD5120,C3,R171,136.19,2024-05-09,2024-05-10,2024-05-10,2024-05-08
TXN8208,ORD4081,C6,R154,247.59,2024-01-19,2024-01-24,2024-01-24,2024-01-23
TXN8209,ORD9262,C6,R130,125.68,2024-10-10,2024-10-13,2024-10-13,2024-10-12
TXN8210,ORD2146,C6,R195,94.49,2024-07-14,2024-07-19,2024-07-19,2024-07-18
TXN8211,ORD6827,C4,R180,95.8,2024-09-16,2024-09-20,2024-09-20,2024-09-19
TXN8212,ORD2506,C4,R95,206.02,2024-02-20,2024-02-22,2024-02-22,2024-02-19
TXN8213,ORD6053,C6,R277,124.14,2024-02-25,2024-03-01,2024-03-01,2024-02-28
TXN8214,ORD7447,C6,R267,41.67,2024-06-17,2024-06-20,2024-06-20,2024-06-17
TXN8215,ORD9394,C6,R277,60.78,2024-06-21,2024-06-24,2024-06-24,2024-06-22
TXN8216,ORD1422,C2,R20,143.86,2024-05-29,2024-06-02,2024-06-02,2024-05-30
TXN8217,ORD0542,C3,R175,225.5,2024-11-16,2024-11-18,2024-11-18,2024-11-15
TXN8218,ORD3287,C3,R124,265.72,2024-08-17,2024-08-22,2024-08-22,2024-08-19
TXN8219,ORD4314,C1,R198,189.84,2024-05-30,2024-06-01,2024-06-01,2024-05-29
TXN8220,ORD7584,C4,R177,254.16,2024-01-19,2024-01-21,2024-01-21,2024-01-18
TXN8221,ORD0177,C4,R233,220.27,2024-04-29,2024-05-01,2024-05-01,2024-04-28
TXN8222,ORD4425,C5,R269,137.79,2024-04-07,2024-04-12,2024-04-12,2024-04-11
TXN8223,ORD2094,C4,R231,109.85,2024-05-16,2024-05-18,2024-05-18,2024-05-17
TXN8224,ORD8712,C6,R142,127.07,2024-03-07,2024-03-11,2024-03-11,2024-03-08
TXN8225,ORD5764,C3,R138,151.04,2024-03-30,2024-04-03,2024-04-03,2024-04-01
TXN8226,ORD5493,C1,R89,223.56,2024-09-13,2024-09-17,2024-09-17,2024-09-15
TXN8227,ORD3653,C6,R6,149.67,2024-11-08,2024-11-10,2024-11-10,2024-11-07
TXN8228,ORD8962,C4,R107,16.94,2024-07-11,2024-07-12,2024-07-12,2024-07-10
TXN8229,ORD6507,C5,R232,64.22,2024-06-29,2024-07-01,2024-07-01,2024-06-28
TXN8230,ORD1576,C4,R221,212.74,2024-03-24,2024-03-26,2024-03-26,2024-03-23
TXN8231,ORD4706,C5,R134,108.95,2024-10-24,2024-10-29,2024-10-29,2024-10-27
TXN8232,ORD5470,C6,R270,292.02,2024-06-14,2024-06-15,2024-06-15,2024-06-12
TXN8233,ORD5687,C5,R16,52.85,2024-07-09,2024-07-11,2024-07-11,2024-07-10
TXN8234,ORD2319,C5,R264,167.31,2024-07-25,2024-07-26,2024-07-26,2024-07-24
TXN8235,ORD3241,C3,R206,291.87,2024-10-21,2024-10-26,2024-10-26,2024-10-23
TXN8236,ORD6171,C6,R13,184.13,2024-02-24,2024-02-27,2024-02-27,2024-02-26
TXN8237,ORD0308,C5,R130,286.37,2024-02-03,2024-02-06,2024-02-06,2024-02-03
TXN8238,ORD5705,C6,R4,132.59,2024-05-15,2024-05-16,2024-05-16,2024-05-13
TXN8239,ORD9739,C4,R233,62.75,2024-11-12,2024-11-15,2024-11-15,2024-11-12
TXN8240,ORD7069,C6,R41,147.65,2024-01-29,2024-01-31,2024-01-31,2024-01-29
TXN8241,ORD8670,C5,R83,268.17,2024-11-17,2024-11-20,2024-11-20,2024-11-17
TXN8242,ORD6589,C6,R210,75.11,2024-04-28,2024-04-29,2024-04-29,2024-04-27
TXN8243,ORD9489,C5,R243,293.07,2024-01-29,2024-02-02,2024-02-02,2024-01-31
TXN8244,ORD9241,C2,R220,213.19,2024-06-23,2024-06-27,2024-06-27,2024-06-25
TXN8245,ORD7329,C3,R300,17.96,2024-07-05,2024-07-10,2024-07-10,2024-07-08
TXN8246,ORD8568,C3,R254,143.93,2024-07-15,2024-07-20,2024-07-20,2024-07-19
TXN8247,ORD8467,C2,R232,167.29,2024-08-19,2024-08-22,2024-08-22,2024-08-20
TXN8248,ORD4656,C6,R53,69.69,2024-10-19,2024-10-21,2024-10-21,2024-10-20
TXN8249,ORD3942,C3,R47,109.65,2024-04-24,2024-04-27,2024-04-27,2024-04-24
TXN8250,ORD2056,C2,R181,168.91,2024-01-28,2024-01-29,2024-01-29,2024-01-27
TXN8251,ORD3251,C6,R56,280.43,2024-11-01,2024-11-06,2024-11-06,2024-11-05
TXN8252,ORD7476,C1,R63,203.53,2024-07-25,2024-07-27,2024-07-27,2024-07-25
TXN8253,ORD7473,C3,R247,38.04,2024-02-15,2024-02-17,2024-02-17,2024-02-14
TXN8254,ORD3251,C4,R183,10.97,2024-10-12,2024-10-17,2024-10-17,2024-10-15
TXN8255,ORD4523,C1,R79,230.78,2024-11-03,2024-11-07,2024-11-07,2024-11-05
TXN8256,ORD5437,C2,R91,113.4,2024-07-21,2024-07-26,2024-07-26,2024-07-25
TXN8257,ORD7061,C2,R158,102.93,2024-11-04,2024-11-05,2024-11-05,2024-11-02
TXN8258,ORD8434,C1,R128,109.73,2024-04-14,2024-04-17,2024-04-17,2024-04-14
TXN8259,ORD3344,C1,R141,87.6,2024-04-18,2024-04-19,2024-04-19,2024-04-18
TXN8260,ORD7232,C6,R230,17.66,2024-08-01,2024-08-02,2024-08-02,2024-07-30
TXN8261,ORD8398,C6,R286,259.17,2024-06-16,2024-06-19,2024-06-19,2024-06-18
TXN8262,ORD8735,C3,R165,119.51,2024-04-05,2024-04-08,2024-04-08,2024-04-05
TXN8263,ORD3856,C4,R246,63.22,2024-07-23,2024-07-24,2024-07-24,2024-07-22
TXN8264,ORD8744,C4,R192,248.99,2024-05-09,2024-05-11,2024-05-11,2024-05-09
TXN8265,ORD9264,C4,R128,29.88,2024-05-06,2024-05-10,2024-05-10,2024-05-08
TXN8266,ORD9620,C4,R158,115.25,2024-05-25,2024-05-29,2024-05-29,2024-05-27
TXN8267,ORD0141,C5,R107,71.77,2024-05-14,2024-05-17,2024-05-17,2024-05-14
TXN8268,ORD5979,C1,R137,284.25,2024-09-16,2024-09-19,2024-09-19,2024-09-17
TXN8269,ORD5302,C1,R287,17.59,2024-10-11,2024-10-12,2024-10-12,2024-10-10
TXN8270,ORD0500,C2,R115,298.81,2024-01-28,2024-01-31,2024-01-31,2024-01-28
TXN8271,ORD4068,C3,R82,18.06,2024-08-21,2024-08-26,2024-08-26,2024-08-23
TXN8272,ORD8820,C4,R222,194.77,2024-03-27,2024-03-30,2024-03-30,2024-03-28
TXN8273,ORD3088,C4,R127,84.59,2024-03-10,2024-03-12,2024-03-12,2024-03-09
TXN8274,ORD9492,C4,R88,259.41,2024-07-21,2024-07-26,2024-07-26,2024-07-24
TXN8275,ORD6763,C4,R250,53.14,2024-04-06,2024-04-11,2024-04-11,2024-04-08
TXN8276,ORD5737,C5,R266,95.38,2024-08-14,2024-08-15,2024-08-15,2024-08-14
TXN8277,ORD2934,C6,R104,243.37,2024-04-04,2024-04-09,2024-04-09,2024-04-08
